sourceId,name,group,decision,use,selected,catalogueDocuments,importType,sampleEndpoint,sampled,probeStatuses,observedFamilies,observedRegionalRecords,licence,licenceClass,terms,notes,catalogueUrl,originUrl
"LB5rYeCZ9PxthQ3Rg","Sozialhelden e.V. - Wheelmap S","venue survey / place guide","candidate / regional check","Existing places plus explicit practical facts; no broad suitability inference","false","10484","placeInfos","place-infos","3","place-infos:200","[""entrances"",""toilet detail"",""access summary""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[""Survey is not automatically an OSM mirror; check actual lineage""]","https://www.accessibility.cloud/sources/LB5rYeCZ9PxthQ3Rg",""
"hfbzcs3bWaXp94cxh","IncluScience E-Health Survey (deprecated)","test / obsolete","skip","Keep out of ordinary place selection","false","9","placeInfos","place-infos","3","place-infos:200","[""entrances"",""toilet detail"",""access summary""]","{}","needs clarification","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/hfbzcs3bWaXp94cxh",""
"3CNSD8rHrEyBWenef","IncluScience E-Health Survey Equipment (deprecated)","test / obsolete","skip","Keep out of ordinary place selection","false","2","equipmentInfos","","0","equipment-infos:200; place-infos:200; disruptions:404","[]","{}","ODbL","CCSA","catalogue marks reusable; verify source terms","[""No rows from place/equipment probes; not proof of no upstream data""]","https://www.accessibility.cloud/sources/3CNSD8rHrEyBWenef",""
"LiBTS67TjmBcXdEmX","Wheelmap OSM Mirror","OSM derivative","deduplicate","Refresh/link OSM records; not independent corroboration","false","1571047","placeInfos","","0","place-infos:0; equipment-infos:200; disruptions:404","[]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[""Global sample timed out; prior regional mirror records exist""]","https://www.accessibility.cloud/sources/LiBTS67TjmBcXdEmX","https://wheelmap.org"
"cQDnWPGJmwPYGcgqx","Clean your Cup","toilet detail","consider for current regions","Private wash basin inside toilet; use only when requested","false","1601","placeInfos","place-infos","3","place-infos:200","[""toilet detail"",""access summary""]","{""berlin-mitte"":7,""sf-soma"":2}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/cQDnWPGJmwPYGcgqx",""
"Z2BJufkyvfpbNJYXH","Karlsruhe barrierefrei (original source)","venue survey / place guide","review terms","Existing places plus explicit practical facts; no broad suitability inference","false","445","placeInfos","place-infos","3","place-infos:200","[""entrances"",""toilet detail"",""access summary"",""website""]","{}","© All rights reserved","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/Z2BJufkyvfpbNJYXH","https://geoportal.karlsruhe.de/karlsruhe_barrierefrei/"
"nrGCbNqEDHiSyFk3f","Elevators in Karlsruhe (original source)","equipment / status","review terms","Context for explicitly linked station or venue; later phase","false","171","equipmentInfos","equipment-infos","3","equipment-infos:200","[]","{}","© All rights reserved","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/nrGCbNqEDHiSyFk3f","https://geoportal.karlsruhe.de/karlsruhe_barrierefrei/"
"LTZFSAHp7TnKSDPAq","Elevators in Karlsruhe (long survey)","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","72","equipmentInfos","equipment-infos","3","equipment-infos:200","[""hearing/media support""]","{}","Open Data Commons Open Database License","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/LTZFSAHp7TnKSDPAq","https://geoportal.karlsruhe.de/karlsruhe_barrierefrei/"
"ck3gjWWq9tSdBjo3h","Places in Karlsruhe (long survey)","venue survey / place guide","consider for current regions","Existing places plus explicit practical facts; no broad suitability inference","false","505","placeInfos","place-infos","3","place-infos:200","[""entrances"",""access summary"",""hearing/media support"",""website""]","{""berlin-mitte"":3}","Open Data Commons Open Database License","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/ck3gjWWq9tSdBjo3h","https://geoportal.karlsruhe.de/karlsruhe_barrierefrei/"
"rYg2LC7kQosBFBzgy","Places in Karlsruhe (short survey)","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","2","placeInfos","place-infos","2","place-infos:200","[""entrances"",""toilet detail"",""access summary""]","{}","ODbL","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/rYg2LC7kQosBFBzgy","https://geoportal.karlsruhe.de/karlsruhe_barrierefrei/"
"f2EwSR5vmzfS5Hjox","VBB Stations (GTFS stops.txt) v1 (DEPRECATED)","test / obsolete","skip","Keep out of ordinary place selection","false","873","placeInfos","place-infos","3","place-infos:200","[]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[""OSM identifier mapping: ref:operator_inventory""]","https://www.accessibility.cloud/sources/f2EwSR5vmzfS5Hjox","https://www.vbb.de/vbb-services/api-open-data/datensaetze/"
"ZpdNXw3AJpphwn68T","VBB Facilities (DB Regio)","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","85","equipmentInfos","equipment-infos","3","equipment-infos:200","[]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/ZpdNXw3AJpphwn68T","https://www.vbb.de/vbb-services/api-open-data/"
"2QM4o9wv89Cv7wiBf","VBB Facility Status (DB Regio via Fasta API)","equipment / status","hold / unavailable","Context for explicitly linked station or venue; later phase","false","0","","","0","equipment-infos:200; place-infos:200; disruptions:404","[]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[""No rows from place/equipment probes; not proof of no upstream data""]","https://www.accessibility.cloud/sources/2QM4o9wv89Cv7wiBf","https://data.deutschebahn.com/dataset/fasta-station-facilities-status.html"
"884rq25kfFsasMGLB","VBB GTFS stops v2","transit stops","hold / unavailable","Arrival context; no route accessibility inference","false","0","placeInfos","","0","place-infos:200; equipment-infos:200; disruptions:404","[]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[""OSM identifier mapping: ref:IFOPT"",""No rows from place/equipment probes; not proof of no upstream data""]","https://www.accessibility.cloud/sources/884rq25kfFsasMGLB","https://unternehmen.vbb.de/en/digital-services/datasets/"
"Wkd92kW7X2rAsbTdH","VBB Facilities (S-Bahn)","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","235","equipmentInfos","equipment-infos","3","equipment-infos:200","[""equipment status""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[""OSM identifier mapping: ref:operator_inventory""]","https://www.accessibility.cloud/sources/Wkd92kW7X2rAsbTdH","https://www.vbb.de/vbb-services/api-open-data/"
"LPJ4hnp6ZBakMu9fq","GastRollCity","venue survey / place guide","hold / unavailable","Existing places plus explicit practical facts; no broad suitability inference","false","0","placeInfos","","0","place-infos:200; equipment-infos:200; disruptions:404","[]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[""No rows from place/equipment probes; not proof of no upstream data""]","https://www.accessibility.cloud/sources/LPJ4hnp6ZBakMu9fq",""
"caoYmnFxR9NxK98a7","Menschen-in-Hanau","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","105","placeInfos","place-infos","3","place-infos:200","[""entrances"",""access summary"",""hearing/media support"",""website""]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/caoYmnFxR9NxK98a7","https://menschen-in-hanau.eu/community-mitmachen/unsere-projekte/hanau-barrierefrei-stadtplan/"
"3otMCdwt9F7N25Fs4","Menschen in Hanau (Aufzüge)","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","15","equipmentInfos","equipment-infos","3","equipment-infos:200","[""hearing/media support""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/3otMCdwt9F7N25Fs4",""
"dNktPxQgrrTzrMrHZ","Visit Flanders Open Data","regional destination guide","future region / capability","Place identity and scoped access facts; mostly future regions","false","492","placeInfos","place-infos","3","place-infos:200","[""access summary"",""website""]","{}","Free Open Data License Flanders v. 1.0","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/dNktPxQgrrTzrMrHZ","https://opendata.visitflanders.org/accessibility/basic_all_v2"
"7QyJzTRyrDGK73SaZ","Infoportal Barrierefrei","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","38601","placeInfos","place-infos","3","place-infos:200","[""access summary"",""website""]","{}","Data licence Germany – attribution – Version 2.0","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/7QyJzTRyrDGK73SaZ","https://www.dresden.de/apps_ext/InfoportalBarrierefreiheit_de/"
"JeJgZKn6NnLF3HoXH","Kreis Herzogtum Lauenburg barrierefrei","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","83","placeInfos","place-infos","3","place-infos:200","[""dog policy"",""Wi-Fi"",""entrances"",""toilet detail"",""access summary"",""hearing/media support""]","{}","Open Data Licence Version 2.0","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/JeJgZKn6NnLF3HoXH","https://wheelmap.org/?appId=HPH3JySbXxDv3Ybp6"
"dTRMcvagLtr2eYWZL","BIG IDeA Ontario","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","95","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/dTRMcvagLtr2eYWZL",""
"ZyDaF8ZrJeGL3m4Cq","DogMap.info","dog policy","first addition","Pet policy; assistance-dog policy separately","false","51205","","place-infos","3","place-infos:200","[""dog policy""]","{""berlin-mitte"":236}","Creative Commons Attribution License (cc-by)","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/ZyDaF8ZrJeGL3m4Cq","http://dogmap.info/"
"CqKRWeGt2TKXho3Bv","FHTW_Mistkuebel","test / obsolete","skip","Keep out of ordinary place selection","false","0","placeInfos","","0","place-infos:200; equipment-infos:200; disruptions:404","[]","{}","Public Domain","CC0","catalogue marks reusable; verify source terms","[""No rows from place/equipment probes; not proof of no upstream data""]","https://www.accessibility.cloud/sources/CqKRWeGt2TKXho3Bv",""
"3uquEis5eGbg6eNkK","Corona Test Practices in Germany","test / obsolete","skip","Keep out of ordinary place selection","false","343","placeInfos","place-infos","3","place-infos:200","[""access summary"",""website""]","{""berlin-mitte"":1}","Public Domain","CC0","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/3uquEis5eGbg6eNkK",""
"K3CJDcsCWjhfjZJEL","Behindertenparkplätze in Köln","parking","future region / capability","Nearby designated parking; no live vacancy claim","false","421","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Namensnennung 3.0 Deutschland (CC BY 3.0 DE)","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/K3CJDcsCWjhfjZJEL","https://offenedaten-koeln.de/dataset/behindertenparkpl%C3%A4tze-k%C3%B6ln"
"SjQ5jfFbLBd5vzB9f","Elevators of Projekt Elevate","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","6","equipmentInfos","equipment-infos","3","equipment-infos:200","[""equipment status"",""hearing/media support""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/SjQ5jfFbLBd5vzB9f",""
"ezk9GRXhw2iWyFQxy","BVG Elevators (DEPRECATED)","test / obsolete","skip","Keep out of ordinary place selection","false","214","placeInfos","equipment-infos","3","equipment-infos:200","[""equipment status""]","{}","Copyright © 2018 BVG AöR","restricted","permission / terms review","[""OSM identifier mapping: ref:operator_inventory""]","https://www.accessibility.cloud/sources/ezk9GRXhw2iWyFQxy","https://www.bvg.de"
"v7c7T5ivwqdbffXQn","BVG Elevators (2025)","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","185","placeInfos","equipment-infos","3","equipment-infos:200","[""equipment status""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/v7c7T5ivwqdbffXQn",""
"5uyobWxG33k6fosFE","Mapy bez barier","regional destination guide","future region / capability","Place identity and scoped access facts; mostly future regions","false","48242","placeInfos","place-infos","3","place-infos:200","[""access summary"",""website""]","{}","Charta 77 Foundation  licence policy","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/5uyobWxG33k6fosFE","https://mapybezbarier.cz/en/export-dat"
"cZ8BAkgE8BKEAHmoY","Accessible parking in Göppingen","parking","review terms","Nearby designated parking; no live vacancy claim","false","37","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","© All rights reserved","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/cZ8BAkgE8BKEAHmoY","https://www.goeppingen.de/start.html"
"gELM3Kkfvg8KN7BR8","Bus stations in Göppingen","transit stops","review terms","Arrival context; no route accessibility inference","false","248","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","© All rights reserved","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/gELM3Kkfvg8KN7BR8","https://www.goeppingen.de/start.html"
"FGLQXtarhRZb4LEip","Public toilets in Göppingen","public toilets","review terms","Nearby toilet and any explicit access/payment facts","false","8","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","© All rights reserved","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/FGLQXtarhRZb4LEip","https://www.goeppingen.de/start.html"
"FaQXu2tMNhFXidzwZ","Buildings in Göppingen","venue survey / place guide","review terms","Existing places plus explicit practical facts; no broad suitability inference","false","106","placeInfos","place-infos","3","place-infos:200","[""toilet detail"",""access summary""]","{}","© All rights reserved","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/FaQXu2tMNhFXidzwZ","https://www.goeppingen.de/start.html"
"XggSEXg6R8t36eXtv","Öffentliche Aufzüge mit Sensoren (Pilotprojekt)","equipment / status","review terms","Context for explicitly linked station or venue; later phase","false","2","equipmentInfos","equipment-infos","2","equipment-infos:200","[""equipment status"",""hearing/media support""]","{}","© All rights reserved","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/XggSEXg6R8t36eXtv",""
"7Wt8bgqpBSZiMZwt6","RBK-barrierefrei - Fragebogen v1 (Kobo)","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","88","placeInfos","place-infos","3","place-infos:200","[""dog policy"",""Wi-Fi"",""entrances"",""toilet detail"",""access summary"",""hearing/media support"",""website""]","{}","Open Data Licence Version 2.0","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/7Wt8bgqpBSZiMZwt6","https://rbk-barrierefrei.de"
"9wFxkE2pa111MDnt9","RBK-barrierefrei (Fragebogen v2 Herbst 2023)","venue survey / place guide","consider for current regions","Existing places plus explicit practical facts; no broad suitability inference","false","8","placeInfos","place-infos","3","place-infos:200","[""dog policy"",""Wi-Fi"",""entrances"",""toilet detail"",""access summary"",""hearing/media support""]","{""berlin-mitte"":1}","Open Data Licence Version 2.0","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/9wFxkE2pa111MDnt9","https://rbk-barrierefrei.de"
"3cnJwhqR9En4nY94C","Vienna Handicapped Parking","parking","future region / capability","Nearby designated parking; no live vacancy claim","false","559","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Creative Commons Namensnennung 3.0 Österreich","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/3cnJwhqR9En4nY94C","https://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/"
"M8674omNtnuyZojWG","Toilets in Vienna","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","191","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Creative Commons Namensnennung 3.0 Österreich","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/M8674omNtnuyZojWG","https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/"
"fDaAEt4yCA2EZHH6X","Comune di Torino - Bagni pubblici","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","7","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Creative Commons Attribution 3.0 Unported","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/fDaAEt4yCA2EZHH6X","http://www.datiopen.it/it/opendata/Comune_di_Torino_Bagni_pubblici_?t=Tabella"
"rXQSEWEasPTstSbTb","Offentlige toalett","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","13","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Norwegian Licence for Open Government Data (NLOD)","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/rXQSEWEasPTstSbTb","http://hotell.difi.no/?dataset=stavanger/offentligetoalett"
"tjNSHGpnMjpLc57MR","Copenhagen Toiletter","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","218","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Open Data DK licens","CC0","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/tjNSHGpnMjpLc57MR","http://data.kk.dk/dataset/toiletter"
"SophBrr6MKFdZW7zi","Public toilets in Newcastle","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","8","","place-infos","3","place-infos:200","[""access summary""]","{}","Open Government Licence for public sector information UK v3.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/SophBrr6MKFdZW7zi","https://datamillnorth.org/dataset/public-toilet-data"
"fwTXZmJzb2e6jRSeh","Public conveniences in Milton Keynes","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","8","","place-infos","3","place-infos:200","[""access summary""]","{}","Open Government Licence for public sector information UK v3.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/fwTXZmJzb2e6jRSeh","https://datahub.mksmart.org/dataset/public-conveniences-in-milton-keynes/"
"hkesW6y8BqRXGcBTb","Vancouver -  Public washrooms","public toilets","review terms","Nearby toilet and any explicit access/payment facts","false","105","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","The Open Government Licence – Vancouver","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/hkesW6y8BqRXGcBTb","http://vancouver.ca/your-government/open-data-catalogue.aspx#tab19099"
"3PJgwk2WwXx9as6a6","Public Toilets - Bournemouth","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","39","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Open Government Licence for public sector information UK v3.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/3PJgwk2WwXx9as6a6","https://data.gov.uk/dataset/public-toilets-bournemouth/resource/761b5163-33ec-47cc-9187-ccd6ac9fa14a"
"dmoaDGJTriGjTjY4G","Accessible public toilets in Flanders & Brussels","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","45","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","GRATIS OPEN DATA LICENTIE v1.2","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/dmoaDGJTriGjTjY4G",""
"u74JRKubTNQ8imZYG","Toilettes publiques dans le réseau RATP - France","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","41","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","ODC Open Database License","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/u74JRKubTNQ8imZYG","http://www.data.gouv.fr/en/datasets/toilettes-publiques-dans-le-reseau-ratp/"
"pcfyWwKNDvBNcbw92","Public toilets in the Borough of Scarborough","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","51","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Open Government Licence for public sector information UK v3.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/pcfyWwKNDvBNcbw92","https://data.gov.uk/dataset/public-toilets/resource/107dacff-6f0c-4001-8623-34e8a367295b"
"y9GSpvTQsMuZDjjyw","Surf Coast Shire Public Toilets","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","56","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Creative Commons Attribution 3.0 Australia","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/y9GSpvTQsMuZDjjyw","https://geelongaustralia.com.au/data/item/surf-coast-shire-public-toilets.aspx"
"H7WHXo662Bt9nEiwS","Belfast City Council Public Toilet","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","14","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Open Government Licence for public sector information UK v3.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/H7WHXo662Bt9nEiwS","https://www.opendatani.gov.uk/dataset/public-toilets"
"cWfog8fnwZghH37Y3","Open Data DK - Toilets","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","33","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Odense licens","CC0","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/cWfog8fnwZghH37Y3","https://www.europeandataportal.eu/data/en/dataset/handicap-toiletter"
"rhZR6ByP3xdgf9nCf","Toiletter ved parker og skove i Aarhus Kommune","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","28","","place-infos","3","place-infos:200","[""access summary""]","{}","Vilkår for brug af danske offentlige data  v1.0","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/rhZR6ByP3xdgf9nCf","http://portal.opendata.dk/dataset/toiletter-ved-parker-og-skove-i-aarhus-kommune"
"dgqz8b4D3b4bsdRYx","Public washrooms in City of Ottawa","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","174","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Open Data Licence Version 2.0","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/dgqz8b4D3b4bsdRYx","http://data.ottawa.ca/dataset/publicwashrooms"
"wKtRH79AXcAjhA4FM","Open Data Toilet Map for England & Wales","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","1623","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Open Government Licence for public sector information UK v3.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/wKtRH79AXcAjhA4FM",""
"2JnMhNvfAuGziPNoZ","WWSC Public Toilets","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","12","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Attribution 2.5 Australia (CC BY 2.5 AU)","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/2JnMhNvfAuGziPNoZ","https://www.data.gov.au/dataset/wwsc-public-toilets"
"FgSamQ7ix5iHnesk2","Melbourne  Wheelchair-accessible public toilets","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","48","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Creative Commons Attribution 4.0 International Public License","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/FgSamQ7ix5iHnesk2","https://data.melbourne.vic.gov.au/Assets-Infrastructure/Wheelchair-accessible-public-toilets/tx8h-2jgi/data"
"ebDL8JthTPELJHcNy","Edinburgh - Public Conveniences","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","29","","place-infos","3","place-infos:200","[""access summary""]","{}","Open Government Licence for public sector information UK v3.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/ebDL8JthTPELJHcNy","http://data.edinburghopendata.info/dataset/public-conveniences/resource/af078ecd-f1de-487e-962a-d6557d94426e"
"ek6L9PhrnWzbmbjrR","Barnet Public Toilet","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","26","","place-infos","3","place-infos:200","[""access summary""]","{}","Open Government Licence for public sector information UK v3.0","CCSA","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/ek6L9PhrnWzbmbjrR","https://open.barnet.gov.uk/dataset/public-toilets-2014-15"
"Y2G2j8BJLKHekXbQE","Galway City Public WCs","public toilets","future region / capability","Nearby toilet and any explicit access/payment facts","false","7","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","Creative Commons Attribution 4.0 International Public License","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/Y2G2j8BJLKHekXbQE","http://opendata.galwaycity.opendata.arcgis.com/datasets/1fd88efc0fc145e49248e4c249a9a23b_0"
"xmg5RkdYSpQrXSkTu","Wheelmap.Pro Würzburg","venue survey / place guide","candidate / regional check","Existing places plus explicit practical facts; no broad suitability inference","false","81","placeInfos","place-infos","3","place-infos:200","[""dog policy"",""Wi-Fi"",""entrances"",""toilet detail"",""access summary"",""hearing/media support""]","{}","ODbL","CCSA","catalogue marks reusable; verify source terms","[""Survey is not automatically an OSM mirror; check actual lineage""]","https://www.accessibility.cloud/sources/xmg5RkdYSpQrXSkTu",""
"P43dfNujrRawpohfS","Be. Lab","regional destination guide","review terms","Place identity and scoped access facts; mostly future regions","false","71","placeInfos","place-infos","3","place-infos:200","[""toilet detail"",""access summary"",""payment detail"",""website""]","{}","© 2019-2020 Be Institute Charitable Trust.","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/P43dfNujrRawpohfS","https://www.belab.co.nz"
"btgS3PHdXkP7FaimH","Viadrina Aufzüge","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","8","equipmentInfos","equipment-infos","3","equipment-infos:200","[""equipment status""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/btgS3PHdXkP7FaimH",""
"9RMgX4FEg6CTRKZhz","Viadrina-Orte","venue survey / place guide","future region / capability","Existing places plus explicit practical facts; no broad suitability inference","false","0","placeInfos","place-infos","1","place-infos:200","[""entrances""]","{}","CC-BY 4.0 International","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/9RMgX4FEg6CTRKZhz",""
"nifTBY9t2yePpNbwh","Projekt Elevate IoT-Sensoren","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","4","equipmentInfos","equipment-infos","3","equipment-infos:200","[""equipment status"",""hearing/media support""]","{}","Creative Commons Attribution 4.0 International Public License","CCBY","catalogue marks reusable; verify source terms","[""OSM identifier mapping: ref:operator_inventory""]","https://www.accessibility.cloud/sources/nifTBY9t2yePpNbwh","https://projekt-elevate.de"
"C8z6H7P8Lm6gHgnBy","VRR-Stations","transit stops","review terms","Arrival context; no route accessibility inference","false","195","placeInfos","place-infos","3","place-infos:200","[""access summary""]","{}","© All rights reserved","restricted","permission / terms review","[]","https://www.accessibility.cloud/sources/C8z6H7P8Lm6gHgnBy",""
"ivjZJzDuyjgkws4zz","VRR-Equipment","equipment / status","later / arrival context","Context for explicitly linked station or venue; later phase","false","1793","equipmentInfos","equipment-infos","3","equipment-infos:200","[""equipment status""]","{}","Creative Commons Attribution 4.0 International Public License","CCBY","catalogue marks reusable; verify source terms","[]","https://www.accessibility.cloud/sources/ivjZJzDuyjgkws4zz",""
"xKKHGdJEzhga9u46M","Wheelmap ERGO Kobo Survey","venue survey / place guide","candidate / regional check","Existing places plus explicit practical facts; no broad suitability inference","false","48","placeInfos","place-infos","3","place-infos:200","[""dog policy"",""entrances"",""toilet detail"",""access summary""]","{}","ODbL v1.0","CCSA","catalogue marks reusable; verify source terms","[""Survey is not automatically an OSM mirror; check actual lineage""]","https://www.accessibility.cloud/sources/xKKHGdJEzhga9u46M",""
